framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
MetaGPT,15,1,1.1,0,~,~,
MetaGPT,15,1,1.2,0,~,~,
MetaGPT,15,1,1.3,1,"4,5","4,5","4,5"
MetaGPT,15,1,1.4,1,4,"4,5",
MetaGPT,15,1,1.5,1,global,global,global
MetaGPT,15,1,2.1,1,?,RETRACTED,
MetaGPT,15,1,2.2,1,"4,5",RETRACTED,
MetaGPT,15,1,2.3,1,"4,5",RETRACTED,
MetaGPT,15,1,2.4,0,~,~,
MetaGPT,15,1,2.5,0,~,~,4
MetaGPT,15,1,2.6,1,4,4,2
MetaGPT,15,1,3.1,0,~,~,
MetaGPT,15,1,3.2,0,~,~,
MetaGPT,15,1,3.3,0,~,~,2
MetaGPT,15,2,1.1,0,~,~,1
MetaGPT,15,2,1.2,0,~,~,
MetaGPT,15,2,1.3,1,4,"4,5","4,5"
MetaGPT,15,2,1.4,1,4,4,5
MetaGPT,15,2,1.5,0,~,~,global
MetaGPT,15,2,2.1,1,4,RETRACTED,
MetaGPT,15,2,2.2,0,~,~,
MetaGPT,15,2,2.3,0,~,~,2
MetaGPT,15,2,2.4,0,~,~,
MetaGPT,15,2,2.5,0,~,~,4
MetaGPT,15,2,2.6,1,4,RETRACTED,
MetaGPT,15,2,3.1,1,global,global,
MetaGPT,15,2,3.2,0,~,~,
MetaGPT,15,2,3.3,1,"2,4","2,4",2
MetaGPT,15,3,1.1,0,~,~,1
MetaGPT,15,3,1.2,0,~,~,2
MetaGPT,15,3,1.3,1,"4,5","4,5",4
MetaGPT,15,3,1.4,1,4,"4,5",4
MetaGPT,15,3,1.5,1,global,global,
MetaGPT,15,3,2.1,1,4,RETRACTED,
MetaGPT,15,3,2.2,0,~,~,
MetaGPT,15,3,2.3,1,"2,3,4,5",RETRACTED,
MetaGPT,15,3,2.4,0,~,~,
MetaGPT,15,3,2.5,0,~,~,4
MetaGPT,15,3,2.6,0,~,~,"2,4"
MetaGPT,15,3,3.1,0,~,~,
MetaGPT,15,3,3.2,0,~,~,
MetaGPT,15,3,3.3,0,~,~,2
MetaGPT,15,4,1.1,0,~,~,"1,2,4"
MetaGPT,15,4,1.2,1,4,RETRACTED,
MetaGPT,15,4,1.3,1,4,"4,5","4,5"
MetaGPT,15,4,1.4,1,4,"4,5",4
MetaGPT,15,4,1.5,1,global,global,
MetaGPT,15,4,2.1,1,4,"4,5",
MetaGPT,15,4,2.2,0,~,~,
MetaGPT,15,4,2.3,1,"2,4","4,5",
MetaGPT,15,4,2.4,0,~,~,
MetaGPT,15,4,2.5,1,4,"4,5",4
MetaGPT,15,4,2.6,1,4,"2,4,5","2,4"
MetaGPT,15,4,3.1,0,~,~,
MetaGPT,15,4,3.2,1,"2,4",global,"2,4"
MetaGPT,15,4,3.3,0,~,~,
MetaGPT,15,5,1.1,0,~,~,"global,1"
MetaGPT,15,5,1.2,0,~,~,
MetaGPT,15,5,1.3,1,4,"4,5","4,5"
MetaGPT,15,5,1.4,0,~,~,
MetaGPT,15,5,1.5,1,global,4,global
MetaGPT,15,5,2.1,0,~,~,
MetaGPT,15,5,2.2,0,~,~,2
MetaGPT,15,5,2.3,0,~,~,
MetaGPT,15,5,2.4,0,~,~,
MetaGPT,15,5,2.5,0,~,~,4
MetaGPT,15,5,2.6,0,~,~,2
MetaGPT,15,5,3.1,0,~,~,
MetaGPT,15,5,3.2,0,~,~,2
MetaGPT,15,5,3.3,0,~,~,
MetaGPT,15,6,1.1,0,~,~,"1,2,4"
MetaGPT,15,6,1.2,0,~,~,
MetaGPT,15,6,1.3,1,"4,5","2,3,4,5","4,5"
