framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
ChatDev,1,1,1.1,1,global,14,"global,14,22,33,43,53,66"
ChatDev,1,1,1.2,0,~,~,
ChatDev,1,1,1.3,0,~,~,
ChatDev,1,1,1.4,0,~,~,
ChatDev,1,1,1.5,1,global,RETRACTED,global
ChatDev,1,1,2.1,0,~,~,
ChatDev,1,1,2.2,0,~,~,
ChatDev,1,1,2.3,0,~,~,
ChatDev,1,1,2.4,0,~,~,
ChatDev,1,1,2.5,0,~,~,"22,33,43"
ChatDev,1,1,2.6,1,14,14,66
ChatDev,1,1,3.1,0,~,~,global
ChatDev,1,1,3.2,0,~,~,global
ChatDev,1,1,3.3,1,14,14,"global,22,33,43,53"
ChatDev,1,2,1.1,1,global,14,14
ChatDev,1,2,1.2,0,~,~,"21,25,32,36,42,46,60"
ChatDev,1,2,1.3,0,~,~,"21,25,32,36,42,46,60,61"
ChatDev,1,2,1.4,0,~,~,
ChatDev,1,2,1.5,0,~,~,
ChatDev,1,2,2.1,0,~,~,
ChatDev,1,2,2.2,0,~,~,
ChatDev,1,2,2.3,0,~,~,
ChatDev,1,2,2.4,0,~,~,
ChatDev,1,2,2.5,0,~,~,
ChatDev,1,2,2.6,0,~,~,
ChatDev,1,2,3.1,0,~,~,
ChatDev,1,2,3.2,1,14,14,22
ChatDev,1,2,3.3,0,~,~,14
ChatDev,1,3,1.1,1,global,14,"global,14,26,37,47"
ChatDev,1,3,1.2,0,~,~,
ChatDev,1,3,1.3,1,"21,25,32,36,42,46","21,25,32,36,42,46,56,60","60,61"
ChatDev,1,3,1.4,0,~,~,
ChatDev,1,3,1.5,0,~,~,
ChatDev,1,3,2.1,0,~,~,
ChatDev,1,3,2.2,0,~,~,
ChatDev,1,3,2.3,0,~,~,
ChatDev,1,3,2.4,0,~,~,13
ChatDev,1,3,2.5,0,~,~,60
ChatDev,1,3,2.6,0,~,~,"14,26"
ChatDev,1,3,3.1,0,~,~,
ChatDev,1,3,3.2,0,~,~,global
ChatDev,1,3,3.3,1,14,14,"global,53"
ChatDev,1,4,1.1,1,global,14,"14,26,37"
ChatDev,1,4,1.2,0,~,~,
ChatDev,1,4,1.3,0,~,~,
ChatDev,1,4,1.4,0,~,~,
ChatDev,1,4,1.5,0,~,~,
ChatDev,1,4,2.1,0,~,~,
ChatDev,1,4,2.2,0,~,~,
ChatDev,1,4,2.3,0,~,~,
ChatDev,1,4,2.4,0,~,~,
ChatDev,1,4,2.5,0,~,~,
ChatDev,1,4,2.6,0,~,~,
ChatDev,1,4,3.1,0,~,~,
ChatDev,1,4,3.2,0,~,~,
ChatDev,1,4,3.3,1,14,14,"14,26"
ChatDev,1,5,1.1,1,global,14,14
ChatDev,1,5,1.2,0,~,~,
ChatDev,1,5,1.3,0,~,~,"60,61"
ChatDev,1,5,1.4,0,~,~,
ChatDev,1,5,1.5,0,~,~,60
ChatDev,1,5,2.1,0,~,~,
ChatDev,1,5,2.2,0,~,~,
ChatDev,1,5,2.3,0,~,~,
ChatDev,1,5,2.4,0,~,~,
ChatDev,1,5,2.5,0,~,~,61
ChatDev,1,5,2.6,1,14,14,
ChatDev,1,5,3.1,0,~,~,
ChatDev,1,5,3.2,0,~,~,"22,33"
ChatDev,1,5,3.3,0,~,~,14
ChatDev,1,6,1.1,1,global,14,14
ChatDev,1,6,1.2,0,~,~,
ChatDev,1,6,1.3,0,~,~,"3,8,12,20,24,31,35,41,45,55,59,61,64"
ChatDev,1,6,1.4,0,~,~,
ChatDev,1,6,1.5,0,~,~,
ChatDev,1,6,2.1,0,~,~,
ChatDev,1,6,2.2,0,~,~,
ChatDev,1,6,2.3,0,~,~,
ChatDev,1,6,2.4,0,~,~,
ChatDev,1,6,2.5,0,~,~,
ChatDev,1,6,2.6,0,~,~,
ChatDev,1,6,3.1,0,~,~,
ChatDev,1,6,3.2,0,~,~,
ChatDev,1,6,3.3,1,14,14,
ChatDev,1,7,1.1,0,~,~,14
ChatDev,1,7,1.2,1,4,"4,9,21,25,32,36,42,46,60",61
ChatDev,1,7,1.3,1,"21,25,32,36,42,46,56,60",RETRACTED,"21,25,32,36,42,46,56,60,61,65"
ChatDev,1,7,1.4,0,~,~,
ChatDev,1,7,1.5,0,~,~,
ChatDev,1,7,2.1,0,~,~,
ChatDev,1,7,2.2,0,~,~,
ChatDev,1,7,2.3,0,~,~,
ChatDev,1,7,2.4,0,~,~,
ChatDev,1,7,2.5,0,~,~,
ChatDev,1,7,2.6,0,~,~,
ChatDev,1,7,3.1,0,~,~,
ChatDev,1,7,3.2,0,~,~,
ChatDev,1,7,3.3,1,14,14,14
ChatDev,1,8,1.1,1,global,14,"14,22,26,33,37"
ChatDev,1,8,1.2,0,~,~,
ChatDev,1,8,1.3,1,"21,25,32,36,42,46,56,60",61,61
ChatDev,1,8,1.4,0,~,~,
ChatDev,1,8,1.5,1,global,RETRACTED,
ChatDev,1,8,2.1,0,~,~,
ChatDev,1,8,2.2,0,~,~,
ChatDev,1,8,2.3,0,~,~,
ChatDev,1,8,2.4,0,~,~,
ChatDev,1,8,2.5,0,~,~,"22,33"
ChatDev,1,8,2.6,1,"14,47",RETRACTED,
ChatDev,1,8,3.1,0,~,~,
ChatDev,1,8,3.2,1,53,"22,33",53
ChatDev,1,8,3.3,1,"14,33",14,
ChatDev,1,9,1.1,1,global,14,
ChatDev,1,9,1.2,0,~,~,
ChatDev,1,9,1.3,0,~,~,"3,8,12,20,21,24,25,31,32,35,36,41,42,45,46,55,56,59,60,64,65"
ChatDev,1,9,1.4,0,~,~,
ChatDev,1,9,1.5,0,~,~,
ChatDev,1,9,2.1,0,~,~,
ChatDev,1,9,2.2,0,~,~,
ChatDev,1,9,2.3,0,~,~,
ChatDev,1,9,2.4,0,~,~,
ChatDev,1,9,2.5,0,~,~,
ChatDev,1,9,2.6,0,~,~,
ChatDev,1,9,3.1,0,~,~,
ChatDev,1,9,3.2,0,~,~,"52,53"
ChatDev,1,9,3.3,1,14,14,
ChatDev,1,10,1.1,1,global,14,"14,43"
