framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
HyperAgent,1,1,1.1,1,global,global,"global,24"
HyperAgent,1,1,1.2,0,~,~,
HyperAgent,1,1,1.3,1,"2,8,14,28","8,9","2,8,9,11,14,18,27,28,36"
HyperAgent,1,1,1.4,1,26,33,
HyperAgent,1,1,1.5,0,~,~,"global,39"
HyperAgent,1,1,2.1,0,~,~,
HyperAgent,1,1,2.2,0,~,~,
HyperAgent,1,1,2.3,0,~,~,
HyperAgent,1,1,2.4,1,15,"15,20",
HyperAgent,1,1,2.5,0,~,~,"19,24,29"
HyperAgent,1,1,2.6,1,"15,26","15,20,24,26,33,38,39","14,15,20,24,26,31,33,39"
HyperAgent,1,1,3.1,0,~,~,"global,39"
HyperAgent,1,1,3.2,0,~,~,"25,33"
HyperAgent,1,1,3.3,1,"25,27,28","33,38,39","38,39"
HyperAgent,1,2,1.1,1,global,RETRACTED,"global,24,33,34,35"
HyperAgent,1,2,1.2,0,~,~,15
HyperAgent,1,2,1.3,1,"27,28","13,14","2,8,11,14,26,27,28,30,36"
HyperAgent,1,2,1.4,0,~,~,
HyperAgent,1,2,1.5,0,~,~,global
HyperAgent,1,2,2.1,0,~,~,
HyperAgent,1,2,2.2,0,~,~,
HyperAgent,1,2,2.3,0,~,~,
HyperAgent,1,2,2.4,0,~,~,20
HyperAgent,1,2,2.5,0,~,~,"8,39"
HyperAgent,1,2,2.6,1,39,"15,24","15,24,33,38"
HyperAgent,1,2,3.1,0,~,~,global
HyperAgent,1,2,3.2,0,~,~,
HyperAgent,1,2,3.3,1,22,"26,27,28,29,30,31,32","38,39"
HyperAgent,1,3,1.1,1,global,RETRACTED,"global,24,33,34,39"
HyperAgent,1,3,1.2,0,~,~,15
HyperAgent,1,3,1.3,1,"26,27,28","27,28","8,11,14,26,27,28,36,38"
HyperAgent,1,3,1.4,1,"33,34,35,36,37,38",RETRACTED,
HyperAgent,1,3,1.5,0,~,~,"global,39"
HyperAgent,1,3,2.1,0,~,~,
HyperAgent,1,3,2.2,1,"10,15,26",RETRACTED,
HyperAgent,1,3,2.3,1,"33,34,35,36,37,38",RETRACTED,"15,20,31,34"
HyperAgent,1,3,2.4,1,"15,20",RETRACTED,"15,20,31"
HyperAgent,1,3,2.5,0,~,~,
HyperAgent,1,3,2.6,1,"15,26","23,24","15,20,24,25,26,33,38,39"
HyperAgent,1,3,3.1,0,~,~,"global,39"
HyperAgent,1,3,3.2,0,~,~,
HyperAgent,1,3,3.3,1,"33,34,35,36,37,38","23,26","25,26,33,38,39"
HyperAgent,1,4,1.1,1,global,RETRACTED,"global,15,24,25,26,27"
HyperAgent,1,4,1.2,0,~,~,
HyperAgent,1,4,1.3,1,"27,28","8,14,28,36","8,11,14,18,28,36"
HyperAgent,1,4,1.4,0,~,~,
HyperAgent,1,4,1.5,0,~,~,global
HyperAgent,1,4,2.1,0,~,~,
HyperAgent,1,4,2.2,1,?,RETRACTED,
HyperAgent,1,4,2.3,1,"24,25,26,27,28",RETRACTED,
HyperAgent,1,4,2.4,0,~,~,
HyperAgent,1,4,2.5,0,~,~,
HyperAgent,1,4,2.6,1,"38,39",15,"15,20,24,33"
HyperAgent,1,4,3.1,0,~,~,global
HyperAgent,1,4,3.2,0,~,~,"29,39"
HyperAgent,1,4,3.3,0,~,~,"25,27,33,38,39"
HyperAgent,1,5,1.1,1,global,"15,20","global,15,20,24"
HyperAgent,1,5,1.2,1,"15,20","15,20",
HyperAgent,1,5,1.3,1,"27,28","27,28","8,11,14,27,28,36"
HyperAgent,1,5,1.4,0,~,~,
HyperAgent,1,5,1.5,0,~,~,global
HyperAgent,1,5,2.1,0,~,~,
HyperAgent,1,5,2.2,0,~,~,
HyperAgent,1,5,2.3,0,~,~,
HyperAgent,1,5,2.4,0,~,~,"15,20"
HyperAgent,1,5,2.5,0,~,~,24
HyperAgent,1,5,2.6,1,24,15,"15,20,24,33,38,39"
HyperAgent,1,5,3.1,0,~,~,"global,20,39"
HyperAgent,1,5,3.2,0,~,~,"29,33,39"
HyperAgent,1,5,3.3,1,"25,26",22,"38,39"
HyperAgent,1,6,1.1,0,~,~,24
HyperAgent,1,6,1.2,0,~,~,
HyperAgent,1,6,1.3,1,"2,8,14,28","10,11","2,8,11,14,27,28,29,36"
HyperAgent,1,6,1.4,0,~,~,
HyperAgent,1,6,1.5,0,~,~,global
HyperAgent,1,6,2.1,0,~,~,
HyperAgent,1,6,2.2,0,~,~,
HyperAgent,1,6,2.3,1,15,15,15
HyperAgent,1,6,2.4,0,~,~,20
HyperAgent,1,6,2.5,0,~,~,
HyperAgent,1,6,2.6,1,24,"8,15","24,26,33,39"
HyperAgent,1,6,3.1,0,~,~,global
HyperAgent,1,6,3.2,0,~,~,
HyperAgent,1,6,3.3,1,25,RETRACTED,"16,33,38,39"
HyperAgent,1,7,1.1,0,~,~,"15,24,33"
HyperAgent,1,7,1.2,1,"15,20,31,38","15,20",
