framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
ChatDev,6,1,1.1,0,~,~,
ChatDev,6,1,1.2,0,~,~,"20,31,41,57"
ChatDev,6,1,1.3,0,~,~,"20,31,41,46,56,57"
ChatDev,6,1,1.4,0,~,~,
ChatDev,6,1,1.5,0,~,~,"54,56"
ChatDev,6,1,2.1,0,~,~,
ChatDev,6,1,2.2,0,~,~,
ChatDev,6,1,2.3,0,~,~,
ChatDev,6,1,2.4,0,~,~,
ChatDev,6,1,2.5,0,~,~,57
ChatDev,6,1,2.6,1,32,"14,21,32,42",
ChatDev,6,1,3.1,0,~,~,
ChatDev,6,1,3.2,0,~,~,
ChatDev,6,1,3.3,0,~,~,
ChatDev,6,2,1.1,1,global,global,"global,14,25,36,46"
ChatDev,6,2,1.2,0,~,~,
ChatDev,6,2,1.3,0,~,~,"20,24,31,35,41,45,46,52,56,61"
ChatDev,6,2,1.4,0,~,~,
ChatDev,6,2,1.5,0,~,~,
ChatDev,6,2,2.1,0,~,~,
ChatDev,6,2,2.2,0,~,~,
ChatDev,6,2,2.3,0,~,~,
ChatDev,6,2,2.4,0,~,~,
ChatDev,6,2,2.5,0,~,~,"14,25,36,46"
ChatDev,6,2,2.6,1,32,14,
ChatDev,6,2,3.1,0,~,~,
ChatDev,6,2,3.2,0,~,~,
ChatDev,6,2,3.3,1,21,"21,42","21,32,42,49"
ChatDev,6,3,1.1,1,global,RETRACTED,"14,21,32,42,62"
ChatDev,6,3,1.2,0,~,~,"20,31,41"
ChatDev,6,3,1.3,1,"20,24,31,35,41,45,56","25,32,46","20,31,41"
ChatDev,6,3,1.4,0,~,~,
ChatDev,6,3,1.5,1,global,25,
ChatDev,6,3,2.1,0,~,~,
ChatDev,6,3,2.2,0,~,~,
ChatDev,6,3,2.3,1,32,global,
ChatDev,6,3,2.4,0,~,~,
ChatDev,6,3,2.5,0,~,~,
ChatDev,6,3,2.6,1,32,"25,32",
ChatDev,6,3,3.1,0,~,~,
ChatDev,6,3,3.2,0,~,~,48
ChatDev,6,3,3.3,1,"21,42",21,"21,32,42,49"
ChatDev,6,4,1.1,1,global,RETRACTED,14
