framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
MetaGPT,0,1,1.1,1,global,1,1
MetaGPT,0,1,1.2,0,~,~,
MetaGPT,0,1,1.3,0,~,~,
MetaGPT,0,1,1.4,0,~,~,
MetaGPT,0,1,1.5,0,~,~,
MetaGPT,0,1,2.1,0,~,~,
MetaGPT,0,1,2.2,0,~,~,
MetaGPT,0,1,2.3,0,~,~,
MetaGPT,0,1,2.4,0,~,~,
MetaGPT,0,1,2.5,0,~,~,
MetaGPT,0,1,2.6,0,~,~,
MetaGPT,0,1,3.1,0,~,~,
MetaGPT,0,1,3.2,0,~,~,"2,4"
MetaGPT,0,1,3.3,0,~,~,
MetaGPT,0,2,1.1,0,~,~,1
MetaGPT,0,2,1.2,0,~,~,
MetaGPT,0,2,1.3,0,~,~,
MetaGPT,0,2,1.4,0,~,~,
MetaGPT,0,2,1.5,0,~,~,
MetaGPT,0,2,2.1,0,~,~,
MetaGPT,0,2,2.2,0,~,~,
MetaGPT,0,2,2.3,0,~,~,
MetaGPT,0,2,2.4,0,~,~,
MetaGPT,0,2,2.5,0,~,~,
MetaGPT,0,2,2.6,0,~,~,
MetaGPT,0,2,3.1,1,global,global,
MetaGPT,0,2,3.2,0,~,~,"2,4"
MetaGPT,0,2,3.3,0,~,~,
MetaGPT,0,3,1.1,1,global,1,1
MetaGPT,0,3,1.2,0,~,~,
MetaGPT,0,3,1.3,0,~,~,
MetaGPT,0,3,1.4,0,~,~,
MetaGPT,0,3,1.5,0,~,~,1
MetaGPT,0,3,2.1,0,~,~,
MetaGPT,0,3,2.2,0,~,~,1
MetaGPT,0,3,2.3,0,~,~,
MetaGPT,0,3,2.4,0,~,~,
MetaGPT,0,3,2.5,0,~,~,2
MetaGPT,0,3,2.6,0,~,~,
MetaGPT,0,3,3.1,0,~,~,
MetaGPT,0,3,3.2,0,~,~,2
MetaGPT,0,3,3.3,0,~,~,
MetaGPT,0,4,1.1,1,global,1,"global,1"
MetaGPT,0,4,1.2,0,~,~,
MetaGPT,0,4,1.3,0,~,~,
MetaGPT,0,4,1.4,0,~,~,
MetaGPT,0,4,1.5,0,~,~,
MetaGPT,0,4,2.1,0,~,~,
MetaGPT,0,4,2.2,0,~,~,
MetaGPT,0,4,2.3,0,~,~,1
MetaGPT,0,4,2.4,0,~,~,
MetaGPT,0,4,2.5,0,~,~,
MetaGPT,0,4,2.6,0,~,~,
MetaGPT,0,4,3.1,0,~,~,
MetaGPT,0,4,3.2,0,~,~,"2,4"
MetaGPT,0,4,3.3,0,~,~,2
MetaGPT,0,5,1.1,0,~,~,1
MetaGPT,0,5,1.2,0,~,~,
MetaGPT,0,5,1.3,0,~,~,
MetaGPT,0,5,1.4,0,~,~,
MetaGPT,0,5,1.5,0,~,~,
MetaGPT,0,5,2.1,0,~,~,
MetaGPT,0,5,2.2,0,~,~,
MetaGPT,0,5,2.3,0,~,~,
MetaGPT,0,5,2.4,0,~,~,
MetaGPT,0,5,2.5,0,~,~,
MetaGPT,0,5,2.6,0,~,~,
MetaGPT,0,5,3.1,0,~,~,
MetaGPT,0,5,3.2,0,~,~,2
MetaGPT,0,5,3.3,0,~,~,4
MetaGPT,0,6,1.1,1,global,1,"global,1"
MetaGPT,0,6,1.2,0,~,~,
MetaGPT,0,6,1.3,0,~,~,
MetaGPT,0,6,1.4,0,~,~,
MetaGPT,0,6,1.5,0,~,~,
MetaGPT,0,6,2.1,0,~,~,
MetaGPT,0,6,2.2,0,~,~,
MetaGPT,0,6,2.3,0,~,~,
MetaGPT,0,6,2.4,0,~,~,"2,3,5"
MetaGPT,0,6,2.5,0,~,~,
MetaGPT,0,6,2.6,0,~,~,4
MetaGPT,0,6,3.1,0,~,~,global
MetaGPT,0,6,3.2,0,~,~,"2,4"
MetaGPT,0,6,3.3,0,~,~,
MetaGPT,0,7,1.1,0,~,~,1
MetaGPT,0,7,1.2,0,~,~,
MetaGPT,0,7,1.3,0,~,~,
MetaGPT,0,7,1.4,0,~,~,
MetaGPT,0,7,1.5,0,~,~,
MetaGPT,0,7,2.1,0,~,~,
MetaGPT,0,7,2.2,0,~,~,
MetaGPT,0,7,2.3,0,~,~,
MetaGPT,0,7,2.4,0,~,~,
MetaGPT,0,7,2.5,0,~,~,
MetaGPT,0,7,2.6,0,~,~,
MetaGPT,0,7,3.1,0,~,~,
MetaGPT,0,7,3.2,0,~,~,"2,4"
MetaGPT,0,7,3.3,0,~,~,
MetaGPT,0,8,1.1,1,global,1,1
MetaGPT,0,8,1.2,0,~,~,
MetaGPT,0,8,1.3,0,~,~,
MetaGPT,0,8,1.4,0,~,~,
MetaGPT,0,8,1.5,0,~,~,
MetaGPT,0,8,2.1,0,~,~,
MetaGPT,0,8,2.2,0,~,~,
MetaGPT,0,8,2.3,0,~,~,
MetaGPT,0,8,2.4,0,~,~,
MetaGPT,0,8,2.5,0,~,~,
MetaGPT,0,8,2.6,0,~,~,
MetaGPT,0,8,3.1,0,~,~,
MetaGPT,0,8,3.2,0,~,~,4
MetaGPT,0,8,3.3,0,~,~,2
MetaGPT,0,9,1.1,0,~,~,1
MetaGPT,0,9,1.2,0,~,~,
MetaGPT,0,9,1.3,0,~,~,
MetaGPT,0,9,1.4,0,~,~,
MetaGPT,0,9,1.5,0,~,~,
MetaGPT,0,9,2.1,0,~,~,
MetaGPT,0,9,2.2,0,~,~,
MetaGPT,0,9,2.3,0,~,~,
MetaGPT,0,9,2.4,0,~,~,
MetaGPT,0,9,2.5,0,~,~,
MetaGPT,0,9,2.6,0,~,~,
MetaGPT,0,9,3.1,0,~,~,
MetaGPT,0,9,3.2,0,~,~,2
MetaGPT,0,9,3.3,0,~,~,
MetaGPT,0,10,1.1,1,global,1,global
MetaGPT,0,10,1.2,0,~,~,
MetaGPT,0,10,1.3,0,~,~,
MetaGPT,0,10,1.4,0,~,~,
MetaGPT,0,10,1.5,0,~,~,global
MetaGPT,0,10,2.1,0,~,~,
MetaGPT,0,10,2.2,0,~,~,
MetaGPT,0,10,2.3,0,~,~,
MetaGPT,0,10,2.4,0,~,~,
MetaGPT,0,10,2.5,0,~,~,
MetaGPT,0,10,2.6,0,~,~,
MetaGPT,0,10,3.1,0,~,~,
MetaGPT,0,10,3.2,0,~,~,2
MetaGPT,0,10,3.3,0,~,~,
MetaGPT,0,11,1.1,0,~,~,1
MetaGPT,0,11,1.2,0,~,~,
MetaGPT,0,11,1.3,0,~,~,
MetaGPT,0,11,1.4,0,~,~,
MetaGPT,0,11,1.5,0,~,~,
MetaGPT,0,11,2.1,0,~,~,
MetaGPT,0,11,2.2,0,~,~,1
MetaGPT,0,11,2.3,0,~,~,
MetaGPT,0,11,2.4,0,~,~,
MetaGPT,0,11,2.5,0,~,~,
MetaGPT,0,11,2.6,0,~,~,
MetaGPT,0,11,3.1,0,~,~,
MetaGPT,0,11,3.2,0,~,~,2
MetaGPT,0,11,3.3,0,~,~,
MetaGPT,0,12,1.1,0,~,~,"global,1"
MetaGPT,0,12,1.2,0,~,~,
MetaGPT,0,12,1.3,0,~,~,
MetaGPT,0,12,1.4,0,~,~,
MetaGPT,0,12,1.5,0,~,~,
MetaGPT,0,12,2.1,0,~,~,
MetaGPT,0,12,2.2,0,~,~,
MetaGPT,0,12,2.3,0,~,~,
MetaGPT,0,12,2.4,0,~,~,
MetaGPT,0,12,2.5,0,~,~,
MetaGPT,0,12,2.6,0,~,~,
