framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
HyperAgent,19,1,1.1,0,~,~,"21,25"
HyperAgent,19,1,1.2,0,~,~,"6,17"
HyperAgent,19,1,1.3,1,"23,24","3,11,23,24","7,11,12,13,14,15,16,17,18,19,20,24,30"
HyperAgent,19,1,1.4,1,"11,12,13,14,15,16,17,18,19",11,"7,11,17,19"
HyperAgent,19,1,1.5,0,~,~,"11,12,13,14,15,16,17,18,19,20"
HyperAgent,19,1,2.1,1,"9,10","9,10",
HyperAgent,19,1,2.2,0,~,~,
HyperAgent,19,1,2.3,0,~,~,
HyperAgent,19,1,2.4,0,~,~,
HyperAgent,19,1,2.5,0,~,~,8
HyperAgent,19,1,2.6,0,~,~,"6,21,25,30"
HyperAgent,19,1,3.1,1,global,RETRACTED,"23,24"
HyperAgent,19,1,3.2,0,~,~,"23,24,30"
HyperAgent,19,1,3.3,1,"23,24",RETRACTED,"25,31"
HyperAgent,19,2,1.1,0,~,~,
HyperAgent,19,2,1.2,0,~,~,"6,17"
HyperAgent,19,2,1.3,1,"3,11,14,16","22,23,24","7,11,12,13,14,15,16,17,18,19,24,30"
HyperAgent,19,2,1.4,1,global,"9,10,11","7,11,12,13,14,15,16,17,18,19,24"
HyperAgent,19,2,1.5,0,~,~,
HyperAgent,19,2,2.1,1,global,"9,10,11","9,10"
HyperAgent,19,2,2.2,0,~,~,
HyperAgent,19,2,2.3,1,"9,10,11,12,13,14,15,16,17",RETRACTED,
HyperAgent,19,2,2.4,0,~,~,"6,7,17,30"
HyperAgent,19,2,2.5,0,~,~,19
HyperAgent,19,2,2.6,0,~,~,6
HyperAgent,19,2,3.1,0,~,~,"23,31"
HyperAgent,19,2,3.2,0,~,~,"22,23,30,31"
HyperAgent,19,2,3.3,1,30,RETRACTED,28
HyperAgent,19,3,1.1,1,global,17,global
HyperAgent,19,3,1.2,1,"23,24","6,17",17
HyperAgent,19,3,1.3,1,"12,13,14,15,16","11,12,13,14,15,16,17,18","7,11,12,13,14,15,16,17,18,19,23,24,30"
HyperAgent,19,3,1.4,1,"9,10,11","9,10,11",
HyperAgent,19,3,1.5,0,~,~,global
HyperAgent,19,3,2.1,1,"9,10","9,10",11
HyperAgent,19,3,2.2,0,~,~,
HyperAgent,19,3,2.3,1,?,RETRACTED,
HyperAgent,19,3,2.4,0,~,~,
