framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
HyperAgent,5,1,1.1,0,~,~,
HyperAgent,5,1,1.2,0,~,~,26
HyperAgent,5,1,1.3,1,"1,2","22,34,38","22,27,33,34,35,38"
HyperAgent,5,1,1.4,1,"31,32,33,34",35,"32,33,35"
HyperAgent,5,1,1.5,0,~,~,26
HyperAgent,5,1,2.1,0,~,~,
HyperAgent,5,1,2.2,0,~,~,
HyperAgent,5,1,2.3,0,~,~,26
HyperAgent,5,1,2.4,0,~,~,
HyperAgent,5,1,2.5,0,~,~,"28,35"
HyperAgent,5,1,2.6,0,~,~,"32,33"
HyperAgent,5,1,3.1,0,~,~,26
HyperAgent,5,1,3.2,0,~,~,39
HyperAgent,5,1,3.3,0,~,~,
HyperAgent,5,2,1.1,0,~,~,18
HyperAgent,5,2,1.2,0,~,~,
HyperAgent,5,2,1.3,1,"1,2,21,22,28,33,34,35,37,38","21,22","22,33,34,35,38"
HyperAgent,5,2,1.4,1,"32,35","32,35",35
HyperAgent,5,2,1.5,0,~,~,
HyperAgent,5,2,2.1,0,~,~,
HyperAgent,5,2,2.2,0,~,~,
HyperAgent,5,2,2.3,0,~,~,"18,23,28,35,39"
HyperAgent,5,2,2.4,0,~,~,
HyperAgent,5,2,2.5,0,~,~,
HyperAgent,5,2,2.6,0,~,~,32
HyperAgent,5,2,3.1,0,~,~,
HyperAgent,5,2,3.2,0,~,~,
HyperAgent,5,2,3.3,0,~,~,
HyperAgent,5,3,1.1,0,~,~,
HyperAgent,5,3,1.2,0,~,~,
HyperAgent,5,3,1.3,1,"22,34,38","1,2","22,27,33,34,35,38"
HyperAgent,5,3,1.4,1,"31,32,33","32,33,34,35",
HyperAgent,5,3,1.5,1,global,global,
HyperAgent,5,3,2.1,0,~,~,
HyperAgent,5,3,2.2,0,~,~,
HyperAgent,5,3,2.3,0,~,~,"26,31"
HyperAgent,5,3,2.4,0,~,~,
HyperAgent,5,3,2.5,0,~,~,
HyperAgent,5,3,2.6,1,32,32,31
HyperAgent,5,3,3.1,0,~,~,26
HyperAgent,5,3,3.2,0,~,~,"23,35"
HyperAgent,5,3,3.3,0,~,~,
HyperAgent,5,4,1.1,0,~,~,
HyperAgent,5,4,1.2,0,~,~,"26,37"
HyperAgent,5,4,1.3,1,"21,22","21,22","22,27,33,34,35,36,38"
HyperAgent,5,4,1.4,1,"22,32,34,35",35,32
HyperAgent,5,4,1.5,0,~,~,
HyperAgent,5,4,2.1,0,~,~,
HyperAgent,5,4,2.2,0,~,~,
HyperAgent,5,4,2.3,0,~,~,"26,37"
HyperAgent,5,4,2.4,0,~,~,
HyperAgent,5,4,2.5,0,~,~,
HyperAgent,5,4,2.6,0,~,~,
HyperAgent,5,4,3.1,0,~,~,
HyperAgent,5,4,3.2,0,~,~,39
HyperAgent,5,4,3.3,0,~,~,
HyperAgent,5,5,1.1,0,~,~,
HyperAgent,5,5,1.2,0,~,~,31
HyperAgent,5,5,1.3,1,"21,22","22,34,38","22,27,33,34,35,36,38"
HyperAgent,5,5,1.4,1,"31,33,35","32,35","32,33,34,35"
HyperAgent,5,5,1.5,0,~,~,26
HyperAgent,5,5,2.1,0,~,~,
HyperAgent,5,5,2.2,0,~,~,
HyperAgent,5,5,2.3,0,~,~,"26,27,31"
HyperAgent,5,5,2.4,0,~,~,"26,27"
HyperAgent,5,5,2.5,0,~,~,35
HyperAgent,5,5,2.6,1,"31,32,33",32,31
HyperAgent,5,5,3.1,0,~,~,26
HyperAgent,5,5,3.2,0,~,~,
HyperAgent,5,5,3.3,0,~,~,
HyperAgent,5,6,1.1,0,~,~,
HyperAgent,5,6,1.2,0,~,~,"global,18,19,20,21,22,33,34"
HyperAgent,5,6,1.3,1,"2,22,34,38","21,22,33,34,37,38","22,34,35,38"
HyperAgent,5,6,1.4,0,~,~,35
HyperAgent,5,6,1.5,0,~,~,
HyperAgent,5,6,2.1,0,~,~,
HyperAgent,5,6,2.2,0,~,~,
HyperAgent,5,6,2.3,0,~,~,"global,18,19,20,21,22,23,28,33,34,35,39"
HyperAgent,5,6,2.4,0,~,~,
HyperAgent,5,6,2.5,0,~,~,
HyperAgent,5,6,2.6,1,"23,35",23,
HyperAgent,5,6,3.1,0,~,~,
HyperAgent,5,6,3.2,0,~,~,"21,22,23,33,34,35"
HyperAgent,5,6,3.3,0,~,~,
HyperAgent,5,7,1.1,0,~,~,
HyperAgent,5,7,1.2,0,~,~,
HyperAgent,5,7,1.3,1,"21,22","21,22","22,33,34,35,36,38"
HyperAgent,5,7,1.4,1,32,"31,32,33,34","22,32,33,34,35,36,38"
HyperAgent,5,7,1.5,0,~,~,
HyperAgent,5,7,2.1,0,~,~,
HyperAgent,5,7,2.2,0,~,~,
HyperAgent,5,7,2.3,0,~,~,
HyperAgent,5,7,2.4,0,~,~,
HyperAgent,5,7,2.5,0,~,~,"32,33,34,35"
HyperAgent,5,7,2.6,1,23,"32,33,34","21,30"
HyperAgent,5,7,3.1,0,~,~,
HyperAgent,5,7,3.2,0,~,~,39
HyperAgent,5,7,3.3,0,~,~,
HyperAgent,5,8,1.1,0,~,~,
HyperAgent,5,8,1.2,0,~,~,
HyperAgent,5,8,1.3,1,"21,22","21,22,33,34,37,38","21,22,33,34,35,36,38"
HyperAgent,5,8,1.4,1,"31,32,33","31,32,33,34,35","31,32,33,34,35,36"
HyperAgent,5,8,1.5,0,~,~,
HyperAgent,5,8,2.1,0,~,~,
HyperAgent,5,8,2.2,0,~,~,
HyperAgent,5,8,2.3,0,~,~,
HyperAgent,5,8,2.4,0,~,~,
HyperAgent,5,8,2.5,0,~,~,
HyperAgent,5,8,2.6,0,~,~,
HyperAgent,5,8,3.1,0,~,~,
HyperAgent,5,8,3.2,0,~,~,
HyperAgent,5,8,3.3,1,32,21,
HyperAgent,5,9,1.1,0,~,~,39
HyperAgent,5,9,1.2,0,~,~,"18,26,37"
HyperAgent,5,9,1.3,1,"22,34,38","21,22,33,34,37,38","21,22,27,32,33,34,35,38"
HyperAgent,5,9,1.4,0,~,~,"32,35"
HyperAgent,5,9,1.5,0,~,~,
HyperAgent,5,9,2.1,0,~,~,
HyperAgent,5,9,2.2,0,~,~,
HyperAgent,5,9,2.3,0,~,~,"18,19,20,21,23,28,39"
HyperAgent,5,9,2.4,0,~,~,
HyperAgent,5,9,2.5,0,~,~,23
HyperAgent,5,9,2.6,1,"31,33,35",23,
HyperAgent,5,9,3.1,0,~,~,"26,37,39"
HyperAgent,5,9,3.2,0,~,~,
HyperAgent,5,9,3.3,0,~,~,
HyperAgent,5,10,1.1,0,~,~,
HyperAgent,5,10,1.2,0,~,~,
HyperAgent,5,10,1.3,1,"21,22","21,22,33,34,35","22,33,34,35,38"
HyperAgent,5,10,1.4,1,32,"31,33,34,35",
HyperAgent,5,10,1.5,0,~,~,
HyperAgent,5,10,2.1,0,~,~,
HyperAgent,5,10,2.2,0,~,~,
HyperAgent,5,10,2.3,0,~,~,
HyperAgent,5,10,2.4,0,~,~,26
HyperAgent,5,10,2.5,0,~,~,
HyperAgent,5,10,2.6,1,"32,33,34",18,32
HyperAgent,5,10,3.1,0,~,~,
HyperAgent,5,10,3.2,0,~,~,
HyperAgent,5,10,3.3,0,~,~,
