framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
ChatDev,0,1,1.1,1,global,"14,27,38","14,18,27,28,38,49"
ChatDev,0,1,1.2,0,~,~,62
ChatDev,0,1,1.3,0,~,~,62
ChatDev,0,1,1.4,1,61,RETRACTED,
ChatDev,0,1,1.5,0,~,~,
ChatDev,0,1,2.1,0,~,~,
ChatDev,0,1,2.2,0,~,~,
ChatDev,0,1,2.3,0,~,~,18
ChatDev,0,1,2.4,1,"17,18",RETRACTED,
ChatDev,0,1,2.5,0,~,~,
ChatDev,0,1,2.6,1,14,RETRACTED,62
ChatDev,0,1,3.1,0,~,~,
ChatDev,0,1,3.2,0,~,~,
ChatDev,0,1,3.3,0,~,~,
ChatDev,0,2,1.1,1,global,14,"11,13,14,17,18,27,38,49"
ChatDev,0,2,1.2,0,~,~,14
ChatDev,0,2,1.3,0,~,~,"27,38,49"
ChatDev,0,2,1.4,0,~,~,"20,24"
ChatDev,0,2,1.5,0,~,~,global
ChatDev,0,2,2.1,0,~,~,
ChatDev,0,2,2.2,0,~,~,
ChatDev,0,2,2.3,0,~,~,
ChatDev,0,2,2.4,0,~,~,"34,45"
ChatDev,0,2,2.5,0,~,~,"34,45"
ChatDev,0,2,2.6,1,14,14,"14,17,18"
ChatDev,0,2,3.1,0,~,~,
ChatDev,0,2,3.2,0,~,~,"20,24,31,34,35,42,45,46,55,64"
ChatDev,0,2,3.3,0,~,~,"global,54"
ChatDev,0,3,1.1,0,~,~,"global,14,17,18"
ChatDev,0,3,1.2,0,~,~,"61,62"
ChatDev,0,3,1.3,1,"22,26,33,37,44,48,57,61","2,3,7,8,11,12,20,21,22,24,25,26,31,32,33,35,36,37,42,43,44,46,47,48,55,56,59,60","61,62"
ChatDev,0,3,1.4,0,~,~,
ChatDev,0,3,1.5,0,~,~,
ChatDev,0,3,2.1,0,~,~,
ChatDev,0,3,2.2,0,~,~,
ChatDev,0,3,2.3,1,"17,18","14,17,18,38,40",61
ChatDev,0,3,2.4,0,~,~,
ChatDev,0,3,2.5,0,~,~,
ChatDev,0,3,2.6,0,~,~,"17,18"
ChatDev,0,3,3.1,0,~,~,
ChatDev,0,3,3.2,0,~,~,
ChatDev,0,3,3.3,0,~,~,
ChatDev,0,4,1.1,1,global,14,"global,17,18"
ChatDev,0,4,1.2,0,~,~,62
ChatDev,0,4,1.3,0,~,~,"61,62"
ChatDev,0,4,1.4,0,~,~,"22,26,33,37,40,44,48,57,61,66"
ChatDev,0,4,1.5,0,~,~,global
ChatDev,0,4,2.1,0,~,~,
ChatDev,0,4,2.2,0,~,~,
ChatDev,0,4,2.3,1,"17,18",14,"18,28"
ChatDev,0,4,2.4,0,~,~,"22,26,33,37,40,44,48,57,61,66"
ChatDev,0,4,2.5,0,~,~,
ChatDev,0,4,2.6,1,"17,18",14,"17,18"
ChatDev,0,4,3.1,0,~,~,
ChatDev,0,4,3.2,0,~,~,"17,18"
ChatDev,0,4,3.3,0,~,~,
ChatDev,0,5,1.1,1,global,"17,18,23,34,45","17,18,27"
ChatDev,0,5,1.2,0,~,~,
ChatDev,0,5,1.3,1,"22,26,33,37,44,48,57,61,66","15,16,17,18","45,48,61"
ChatDev,0,5,1.4,0,~,~,"22,26,45,48"
ChatDev,0,5,1.5,0,~,~,
ChatDev,0,5,2.1,0,~,~,
ChatDev,0,5,2.2,0,~,~,
ChatDev,0,5,2.3,0,~,~,"18,61"
ChatDev,0,5,2.4,0,~,~,"22,26"
ChatDev,0,5,2.5,0,~,~,"27,45,48"
ChatDev,0,5,2.6,0,~,~,"17,18"
ChatDev,0,5,3.1,0,~,~,
ChatDev,0,5,3.2,0,~,~,"17,18"
ChatDev,0,5,3.3,0,~,~,"45,48"
ChatDev,0,6,1.1,0,~,~,"18,27,38,49"
ChatDev,0,6,1.2,0,~,~,
ChatDev,0,6,1.3,1,"22,26,33,37,44,48",RETRACTED,
ChatDev,0,6,1.4,1,"17,18",RETRACTED,"17,18"
ChatDev,0,6,1.5,0,~,~,
ChatDev,0,6,2.1,0,~,~,
ChatDev,0,6,2.2,0,~,~,
ChatDev,0,6,2.3,0,~,~,18
ChatDev,0,6,2.4,0,~,~,
ChatDev,0,6,2.5,0,~,~,
ChatDev,0,6,2.6,1,"17,18","17,18",17
ChatDev,0,6,3.1,0,~,~,
ChatDev,0,6,3.2,0,~,~,"34,45,54,61"
ChatDev,0,6,3.3,0,~,~,
ChatDev,0,7,1.1,1,global,14,"global,14,17,18,27,38,49"
ChatDev,0,7,1.2,0,~,~,62
ChatDev,0,7,1.3,1,"61,62",RETRACTED,62
ChatDev,0,7,1.4,0,~,~,
ChatDev,0,7,1.5,0,~,~,global
ChatDev,0,7,2.1,0,~,~,
ChatDev,0,7,2.2,0,~,~,
ChatDev,0,7,2.3,1,"17,18",RETRACTED,"18,38,49"
ChatDev,0,7,2.4,0,~,~,
ChatDev,0,7,2.5,0,~,~,
ChatDev,0,7,2.6,1,"17,18",14,17
ChatDev,0,7,3.1,0,~,~,
ChatDev,0,7,3.2,1,"22,26",14,"53,54"
ChatDev,0,7,3.3,0,~,~,
ChatDev,0,8,1.1,0,~,~,"14,18,27,38,49,67"
ChatDev,0,8,1.2,0,~,~,
ChatDev,0,8,1.3,1,"22,26,33,37,44,48,57,61,66",RETRACTED,"27,38,49"
ChatDev,0,8,1.4,0,~,~,
ChatDev,0,8,1.5,0,~,~,
ChatDev,0,8,2.1,0,~,~,
ChatDev,0,8,2.2,0,~,~,
ChatDev,0,8,2.3,0,~,~,38
ChatDev,0,8,2.4,0,~,~,
ChatDev,0,8,2.5,0,~,~,67
ChatDev,0,8,2.6,0,~,~,14
ChatDev,0,8,3.1,0,~,~,
ChatDev,0,8,3.2,0,~,~,53
ChatDev,0,8,3.3,1,54,54,"53,54"
ChatDev,0,9,1.1,1,global,14,"14,17,18,27,38,49"
ChatDev,0,9,1.2,0,~,~,
ChatDev,0,9,1.3,1,"22,26,33,37,44,48","26,37,48",
ChatDev,0,9,1.4,0,~,~,
ChatDev,0,9,1.5,1,global,global,
ChatDev,0,9,2.1,0,~,~,
ChatDev,0,9,2.2,0,~,~,
ChatDev,0,9,2.3,1,"17,18","14,18",
ChatDev,0,9,2.4,0,~,~,23
ChatDev,0,9,2.5,0,~,~,
ChatDev,0,9,2.6,1,"17,18","17,18","17,18"
ChatDev,0,9,3.1,0,~,~,
ChatDev,0,9,3.2,0,~,~,
ChatDev,0,9,3.3,1,54,54,23
ChatDev,0,10,1.1,0,~,~,"14,27,38,49"
ChatDev,0,10,1.2,0,~,~,"global,14,22,26,33,37,44,48,57,62,66"
ChatDev,0,10,1.3,0,~,~,"23,27,38,49"
ChatDev,0,10,1.4,1,17,RETRACTED,
ChatDev,0,10,1.5,0,~,~,
ChatDev,0,10,2.1,0,~,~,
ChatDev,0,10,2.2,0,~,~,
ChatDev,0,10,2.3,1,"17,18",RETRACTED,"global,22,26,33,37,44,48,57,66"
ChatDev,0,10,2.4,0,~,~,
ChatDev,0,10,2.5,0,~,~,23
ChatDev,0,10,2.6,1,"17,18",13,62
ChatDev,0,10,3.1,0,~,~,
ChatDev,0,10,3.2,0,~,~,54
ChatDev,0,10,3.3,1,"17,18","17,18",
ChatDev,0,11,1.1,1,global,global,"14,27,38,49,62"
ChatDev,0,11,1.2,0,~,~,62
ChatDev,0,11,1.3,0,~,~,"3,8,12,21,25,32,36,43,47,56,60,62,65"
ChatDev,0,11,1.4,1,11,RETRACTED,
ChatDev,0,11,1.5,0,~,~,
ChatDev,0,11,2.1,0,~,~,
ChatDev,0,11,2.2,0,~,~,
ChatDev,0,11,2.3,0,~,~,
ChatDev,0,11,2.4,0,~,~,
ChatDev,0,11,2.5,0,~,~,62
ChatDev,0,11,2.6,1,17,RETRACTED,14
ChatDev,0,11,3.1,0,~,~,
ChatDev,0,11,3.2,0,~,~,"27,38,49,53"
ChatDev,0,11,3.3,0,~,~,54
ChatDev,0,12,1.1,1,global,"14,17","17,18"
ChatDev,0,12,1.2,0,~,~,61
ChatDev,0,12,1.3,0,~,~,61
ChatDev,0,12,1.4,0,~,~,20
ChatDev,0,12,1.5,0,~,~,
ChatDev,0,12,2.1,0,~,~,
ChatDev,0,12,2.2,1,"14,33",RETRACTED,
ChatDev,0,12,2.3,1,14,"17,18",
ChatDev,0,12,2.4,0,~,~,20
ChatDev,0,12,2.5,0,~,~,
ChatDev,0,12,2.6,0,~,~,"17,18"
ChatDev,0,12,3.1,0,~,~,
ChatDev,0,12,3.2,0,~,~,
ChatDev,0,12,3.3,0,~,~,
ChatDev,0,13,1.1,1,14,"14,27,38","17,18,38,49"
ChatDev,0,13,1.2,0,~,~,62
ChatDev,0,13,1.3,0,~,~,62
ChatDev,0,13,1.4,0,~,~,
ChatDev,0,13,1.5,0,~,~,
ChatDev,0,13,2.1,0,~,~,
ChatDev,0,13,2.2,0,~,~,
ChatDev,0,13,2.3,0,~,~,"18,38,49"
ChatDev,0,13,2.4,0,~,~,
ChatDev,0,13,2.5,0,~,~,
ChatDev,0,13,2.6,1,17,RETRACTED,17
ChatDev,0,13,3.1,0,~,~,
ChatDev,0,13,3.2,0,~,~,"53,54"
ChatDev,0,13,3.3,0,~,~,54
ChatDev,0,14,1.1,1,global,14,"14,59,61"
ChatDev,0,14,1.2,0,~,~,
ChatDev,0,14,1.3,0,~,~,"59,61,62"
ChatDev,0,14,1.4,0,~,~,
ChatDev,0,14,1.5,1,global,61,
ChatDev,0,14,2.1,0,~,~,
ChatDev,0,14,2.2,1,?,RETRACTED,
ChatDev,0,14,2.3,1,"14,27,38,49","18,61",59
ChatDev,0,14,2.4,0,~,~,
ChatDev,0,14,2.5,0,~,~,
ChatDev,0,14,2.6,1,14,"17,18","14,61"
ChatDev,0,14,3.1,0,~,~,
ChatDev,0,14,3.2,0,~,~,
ChatDev,0,14,3.3,1,"23,34,45,53,54",RETRACTED,"41,52,63,68"
ChatDev,0,15,1.1,1,global,14,"17,18,27"
ChatDev,0,15,1.2,1,"4,9,22,26,33,37,44,48,57,61,66","61,62","61,62"
ChatDev,0,15,1.3,1,"22,26,33,37,44,48,57,61,66",RETRACTED,"61,62"
ChatDev,0,15,1.4,0,~,~,"20,24,31,35,42,46,59,64,66"
ChatDev,0,15,1.5,0,~,~,
ChatDev,0,15,2.1,0,~,~,
ChatDev,0,15,2.2,1,23,14,
ChatDev,0,15,2.3,0,~,~,18
ChatDev,0,15,2.4,0,~,~,
ChatDev,0,15,2.5,0,~,~,
ChatDev,0,15,2.6,1,"17,18",14,"17,18,27"
ChatDev,0,15,3.1,0,~,~,
ChatDev,0,15,3.2,0,~,~,"53,54"
ChatDev,0,15,3.3,0,~,~,
